"","name","description","page"
"2603","apolyacanthus_homolog_chrom_start","Spiny chromis chromosome/scaffold start (bp)","homologs"
"2604","apolyacanthus_homolog_chrom_end","Spiny chromis chromosome/scaffold end (bp)","homologs"
"2605","apolyacanthus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2606","apolyacanthus_homolog_subtype","Last common ancestor with Spiny chromis","homologs"
"2607","apolyacanthus_homolog_orthology_type","Spiny chromis homology type","homologs"
"2608","apolyacanthus_homolog_perc_id","%id. target Spiny chromis gene identical to query gene","homologs"
"2609","apolyacanthus_homolog_perc_id_r1","%id. query gene identical to target Spiny chromis gene","homologs"
"2610","apolyacanthus_homolog_goc_score","Spiny chromis Gene-order conservation score","homologs"
"2611","apolyacanthus_homolog_wga_coverage","Spiny chromis Whole-genome alignment coverage","homologs"
"2612","apolyacanthus_homolog_orthology_confidence","Spiny chromis orthology confidence [0 low, 1 high]","homologs"
"2613","loculatus_homolog_ensembl_gene","Spotted gar gene stable ID","homologs"
"2614","loculatus_homolog_associated_gene_name","Spotted gar gene name","homologs"
"2615","loculatus_homolog_ensembl_peptide","Spotted gar protein or transcript stable ID","homologs"
"2616","loculatus_homolog_chromosome","Spotted gar chromosome/scaffold name","homologs"
"2617","loculatus_homolog_chrom_start","Spotted gar chromosome/scaffold start (bp)","homologs"
"2618","loculatus_homolog_chrom_end","Spotted gar chromosome/scaffold end (bp)","homologs"
"2619","loculatus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2620","loculatus_homolog_subtype","Last common ancestor with Spotted gar","homologs"
"2621","loculatus_homolog_orthology_type","Spotted gar homology type","homologs"
"2622","loculatus_homolog_perc_id","%id. target Spotted gar gene identical to query gene","homologs"
"2623","loculatus_homolog_perc_id_r1","%id. query gene identical to target Spotted gar gene","homologs"
"2624","loculatus_homolog_goc_score","Spotted gar Gene-order conservation score","homologs"
"2625","loculatus_homolog_wga_coverage","Spotted gar Whole-genome alignment coverage","homologs"
"2626","loculatus_homolog_orthology_confidence","Spotted gar orthology confidence [0 low, 1 high]","homologs"
"2627","itridecemlineatus_homolog_ensembl_gene","Squirrel gene stable ID","homologs"
"2628","itridecemlineatus_homolog_associated_gene_name","Squirrel gene name","homologs"
"2629","itridecemlineatus_homolog_ensembl_peptide","Squirrel protein or transcript stable ID","homologs"
"2630","itridecemlineatus_homolog_chromosome","Squirrel chromosome/scaffold name","homologs"
"2631","itridecemlineatus_homolog_chrom_start","Squirrel chromosome/scaffold start (bp)","homologs"
"2632","itridecemlineatus_homolog_chrom_end","Squirrel chromosome/scaffold end (bp)","homologs"
"2633","itridecemlineatus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2634","itridecemlineatus_homolog_subtype","Last common ancestor with Squirrel","homologs"
"2635","itridecemlineatus_homolog_orthology_type","Squirrel homology type","homologs"
"2636","itridecemlineatus_homolog_perc_id","%id. target Squirrel gene identical to query gene","homologs"
"2637","itridecemlineatus_homolog_perc_id_r1","%id. query gene identical to target Squirrel gene","homologs"
"2638","itridecemlineatus_homolog_goc_score","Squirrel Gene-order conservation score","homologs"
"2639","itridecemlineatus_homolog_wga_coverage","Squirrel Whole-genome alignment coverage","homologs"
"2640","itridecemlineatus_homolog_orthology_confidence","Squirrel orthology confidence [0 low, 1 high]","homologs"
"2641","mspicilegus_homolog_ensembl_gene","Steppe mouse gene stable ID","homologs"
"2642","mspicilegus_homolog_associated_gene_name","Steppe mouse gene name","homologs"
"2643","mspicilegus_homolog_ensembl_peptide","Steppe mouse protein or transcript stable ID","homologs"
"2644","mspicilegus_homolog_chromosome","Steppe mouse chromosome/scaffold name","homologs"
"2645","mspicilegus_homolog_chrom_start","Steppe mouse chromosome/scaffold start (bp)","homologs"
"2646","mspicilegus_homolog_chrom_end","Steppe mouse chromosome/scaffold end (bp)","homologs"
"2647","mspicilegus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2648","mspicilegus_homolog_subtype","Last common ancestor with Steppe mouse","homologs"
"2649","mspicilegus_homolog_orthology_type","Steppe mouse homology type","homologs"
"2650","mspicilegus_homolog_perc_id","%id. target Steppe mouse gene identical to query gene","homologs"
"2651","mspicilegus_homolog_perc_id_r1","%id. query gene identical to target Steppe mouse gene","homologs"
"2652","mspicilegus_homolog_goc_score","Steppe mouse Gene-order conservation score","homologs"
"2653","mspicilegus_homolog_wga_coverage","Steppe mouse Whole-genome alignment coverage","homologs"
"2654","mspicilegus_homolog_orthology_confidence","Steppe mouse orthology confidence [0 low, 1 high]","homologs"
"2655","gaculeatus_homolog_ensembl_gene","Stickleback gene stable ID","homologs"
"2656","gaculeatus_homolog_associated_gene_name","Stickleback gene name","homologs"
"2657","gaculeatus_homolog_ensembl_peptide","Stickleback protein or transcript stable ID","homologs"
"2658","gaculeatus_homolog_chromosome","Stickleback chromosome/scaffold name","homologs"
"2659","gaculeatus_homolog_chrom_start","Stickleback chromosome/scaffold start (bp)","homologs"
"2660","gaculeatus_homolog_chrom_end","Stickleback chromosome/scaffold end (bp)","homologs"
"2661","gaculeatus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2662","gaculeatus_homolog_subtype","Last common ancestor with Stickleback","homologs"
"2663","gaculeatus_homolog_orthology_type","Stickleback homology type","homologs"
"2664","gaculeatus_homolog_perc_id","%id. target Stickleback gene identical to query gene","homologs"
"2665","gaculeatus_homolog_perc_id_r1","%id. query gene identical to target Stickleback gene","homologs"
"2666","gaculeatus_homolog_goc_score","Stickleback Gene-order conservation score","homologs"
"2667","gaculeatus_homolog_wga_coverage","Stickleback Whole-genome alignment coverage","homologs"
"2668","gaculeatus_homolog_orthology_confidence","Stickleback orthology confidence [0 low, 1 high]","homologs"
"2669","pabelii_homolog_ensembl_gene","Sumatran orangutan gene stable ID","homologs"
"2670","pabelii_homolog_associated_gene_name","Sumatran orangutan gene name","homologs"
"2671","pabelii_homolog_ensembl_peptide","Sumatran orangutan protein or transcript stable ID","homologs"
"2672","pabelii_homolog_chromosome","Sumatran orangutan chromosome/scaffold name","homologs"
"2673","pabelii_homolog_chrom_start","Sumatran orangutan chromosome/scaffold start (bp)","homologs"
"2674","pabelii_homolog_chrom_end","Sumatran orangutan chromosome/scaffold end (bp)","homologs"
"2675","pabelii_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2676","pabelii_homolog_subtype","Last common ancestor with Sumatran orangutan","homologs"
"2677","pabelii_homolog_orthology_type","Sumatran orangutan homology type","homologs"
"2678","pabelii_homolog_perc_id","%id. target Sumatran orangutan gene identical to query gene","homologs"
"2679","pabelii_homolog_perc_id_r1","%id. query gene identical to target Sumatran orangutan gene","homologs"
"2680","pabelii_homolog_goc_score","Sumatran orangutan Gene-order conservation score","homologs"
"2681","pabelii_homolog_wga_coverage","Sumatran orangutan Whole-genome alignment coverage","homologs"
"2682","pabelii_homolog_orthology_confidence","Sumatran orangutan orthology confidence [0 low, 1 high]","homologs"
"2683","csyrichta_homolog_ensembl_gene","Tarsier gene stable ID","homologs"
"2684","csyrichta_homolog_associated_gene_name","Tarsier gene name","homologs"
"2685","csyrichta_homolog_ensembl_peptide","Tarsier protein or transcript stable ID","homologs"
"2686","csyrichta_homolog_chromosome","Tarsier chromosome/scaffold name","homologs"
"2687","csyrichta_homolog_chrom_start","Tarsier chromosome/scaffold start (bp)","homologs"
"2688","csyrichta_homolog_chrom_end","Tarsier chromosome/scaffold end (bp)","homologs"
"2689","csyrichta_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2690","csyrichta_homolog_subtype","Last common ancestor with Tarsier","homologs"
"2691","csyrichta_homolog_orthology_type","Tarsier homology type","homologs"
"2692","csyrichta_homolog_perc_id","%id. target Tarsier gene identical to query gene","homologs"
"2693","csyrichta_homolog_perc_id_r1","%id. query gene identical to target Tarsier gene","homologs"
"2694","csyrichta_homolog_goc_score","Tarsier Gene-order conservation score","homologs"
"2695","csyrichta_homolog_wga_coverage","Tarsier Whole-genome alignment coverage","homologs"
"2696","csyrichta_homolog_orthology_confidence","Tarsier orthology confidence [0 low, 1 high]","homologs"
"2697","sharrisii_homolog_ensembl_gene","Tasmanian devil gene stable ID","homologs"
"2698","sharrisii_homolog_associated_gene_name","Tasmanian devil gene name","homologs"
"2699","sharrisii_homolog_ensembl_peptide","Tasmanian devil protein or transcript stable ID","homologs"
"2700","sharrisii_homolog_chromosome","Tasmanian devil chromosome/scaffold name","homologs"
"2701","sharrisii_homolog_chrom_start","Tasmanian devil chromosome/scaffold start (bp)","homologs"
"2702","sharrisii_homolog_chrom_end","Tasmanian devil chromosome/scaffold end (bp)","homologs"
"2703","sharrisii_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2704","sharrisii_homolog_subtype","Last common ancestor with Tasmanian devil","homologs"
"2705","sharrisii_homolog_orthology_type","Tasmanian devil homology type","homologs"
"2706","sharrisii_homolog_perc_id","%id. target Tasmanian devil gene identical to query gene","homologs"
"2707","sharrisii_homolog_perc_id_r1","%id. query gene identical to target Tasmanian devil gene","homologs"
"2708","sharrisii_homolog_goc_score","Tasmanian devil Gene-order conservation score","homologs"
"2709","sharrisii_homolog_orthology_confidence","Tasmanian devil orthology confidence [0 low, 1 high]","homologs"
"2710","tnigroviridis_homolog_ensembl_gene","Tetraodon gene stable ID","homologs"
"2711","tnigroviridis_homolog_associated_gene_name","Tetraodon gene name","homologs"
"2712","tnigroviridis_homolog_ensembl_peptide","Tetraodon protein or transcript stable ID","homologs"
"2713","tnigroviridis_homolog_chromosome","Tetraodon chromosome/scaffold name","homologs"
"2714","tnigroviridis_homolog_chrom_start","Tetraodon chromosome/scaffold start (bp)","homologs"
"2715","tnigroviridis_homolog_chrom_end","Tetraodon chromosome/scaffold end (bp)","homologs"
"2716","tnigroviridis_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2717","tnigroviridis_homolog_subtype","Last common ancestor with Tetraodon","homologs"
"2718","tnigroviridis_homolog_orthology_type","Tetraodon homology type","homologs"
"2719","tnigroviridis_homolog_perc_id","%id. target Tetraodon gene identical to query gene","homologs"
"2720","tnigroviridis_homolog_perc_id_r1","%id. query gene identical to target Tetraodon gene","homologs"
"2721","tnigroviridis_homolog_goc_score","Tetraodon Gene-order conservation score","homologs"
"2722","tnigroviridis_homolog_wga_coverage","Tetraodon Whole-genome alignment coverage","homologs"
"2723","tnigroviridis_homolog_orthology_confidence","Tetraodon orthology confidence [0 low, 1 high]","homologs"
"2724","tctriunguis_homolog_ensembl_gene","Three-toed box turtle gene stable ID","homologs"
"2725","tctriunguis_homolog_associated_gene_name","Three-toed box turtle gene name","homologs"
"2726","tctriunguis_homolog_ensembl_peptide","Three-toed box turtle protein or transcript stable ID","homologs"
"2727","tctriunguis_homolog_chromosome","Three-toed box turtle chromosome/scaffold name","homologs"
"2728","tctriunguis_homolog_chrom_start","Three-toed box turtle chromosome/scaffold start (bp)","homologs"
"2729","tctriunguis_homolog_chrom_end","Three-toed box turtle chromosome/scaffold end (bp)","homologs"
"2730","tctriunguis_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2731","tctriunguis_homolog_subtype","Last common ancestor with Three-toed box turtle","homologs"
"2732","tctriunguis_homolog_orthology_type","Three-toed box turtle homology type","homologs"
"2733","tctriunguis_homolog_perc_id","%id. target Three-toed box turtle gene identical to query gene","homologs"
"2734","tctriunguis_homolog_perc_id_r1","%id. query gene identical to target Three-toed box turtle gene","homologs"
"2735","tctriunguis_homolog_goc_score","Three-toed box turtle Gene-order conservation score","homologs"
"2736","tctriunguis_homolog_wga_coverage","Three-toed box turtle Whole-genome alignment coverage","homologs"
"2737","tctriunguis_homolog_orthology_confidence","Three-toed box turtle orthology confidence [0 low, 1 high]","homologs"
"2738","ptaltaica_homolog_ensembl_gene","Tiger gene stable ID","homologs"
"2739","ptaltaica_homolog_associated_gene_name","Tiger gene name","homologs"
"2740","ptaltaica_homolog_ensembl_peptide","Tiger protein or transcript stable ID","homologs"
"2741","ptaltaica_homolog_chromosome","Tiger chromosome/scaffold name","homologs"
"2742","ptaltaica_homolog_chrom_start","Tiger chromosome/scaffold start (bp)","homologs"
"2743","ptaltaica_homolog_chrom_end","Tiger chromosome/scaffold end (bp)","homologs"
"2744","ptaltaica_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2745","ptaltaica_homolog_subtype","Last common ancestor with Tiger","homologs"
"2746","ptaltaica_homolog_orthology_type","Tiger homology type","homologs"
"2747","ptaltaica_homolog_perc_id","%id. target Tiger gene identical to query gene","homologs"
"2748","ptaltaica_homolog_perc_id_r1","%id. query gene identical to target Tiger gene","homologs"
"2749","ptaltaica_homolog_goc_score","Tiger Gene-order conservation score","homologs"
"2750","ptaltaica_homolog_wga_coverage","Tiger Whole-genome alignment coverage","homologs"
"2751","ptaltaica_homolog_orthology_confidence","Tiger orthology confidence [0 low, 1 high]","homologs"
"2752","hcomes_homolog_ensembl_gene","Tiger tail seahorse gene stable ID","homologs"
"2753","hcomes_homolog_associated_gene_name","Tiger tail seahorse gene name","homologs"
"2754","hcomes_homolog_ensembl_peptide","Tiger tail seahorse protein or transcript stable ID","homologs"
"2755","hcomes_homolog_chromosome","Tiger tail seahorse chromosome/scaffold name","homologs"
"2756","hcomes_homolog_chrom_start","Tiger tail seahorse chromosome/scaffold start (bp)","homologs"
"2757","hcomes_homolog_chrom_end","Tiger tail seahorse chromosome/scaffold end (bp)","homologs"
"2758","hcomes_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2759","hcomes_homolog_subtype","Last common ancestor with Tiger tail seahorse","homologs"
"2760","hcomes_homolog_orthology_type","Tiger tail seahorse homology type","homologs"
"2761","hcomes_homolog_perc_id","%id. target Tiger tail seahorse gene identical to query gene","homologs"
"2762","hcomes_homolog_perc_id_r1","%id. query gene identical to target Tiger tail seahorse gene","homologs"
"2763","hcomes_homolog_goc_score","Tiger tail seahorse Gene-order conservation score","homologs"
"2764","hcomes_homolog_wga_coverage","Tiger tail seahorse Whole-genome alignment coverage","homologs"
"2765","hcomes_homolog_orthology_confidence","Tiger tail seahorse orthology confidence [0 low, 1 high]","homologs"
"2766","csemilaevis_homolog_ensembl_gene","Tongue sole gene stable ID","homologs"
"2767","csemilaevis_homolog_associated_gene_name","Tongue sole gene name","homologs"
"2768","csemilaevis_homolog_ensembl_peptide","Tongue sole protein or transcript stable ID","homologs"
"2769","csemilaevis_homolog_chromosome","Tongue sole chromosome/scaffold name","homologs"
"2770","csemilaevis_homolog_chrom_start","Tongue sole chromosome/scaffold start (bp)","homologs"
"2771","csemilaevis_homolog_chrom_end","Tongue sole chromosome/scaffold end (bp)","homologs"
"2772","csemilaevis_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2773","csemilaevis_homolog_subtype","Last common ancestor with Tongue sole","homologs"
"2774","csemilaevis_homolog_orthology_type","Tongue sole homology type","homologs"
"2775","csemilaevis_homolog_perc_id","%id. target Tongue sole gene identical to query gene","homologs"
"2776","csemilaevis_homolog_perc_id_r1","%id. query gene identical to target Tongue sole gene","homologs"
"2777","csemilaevis_homolog_goc_score","Tongue sole Gene-order conservation score","homologs"
"2778","csemilaevis_homolog_wga_coverage","Tongue sole Whole-genome alignment coverage","homologs"
"2779","csemilaevis_homolog_orthology_confidence","Tongue sole orthology confidence [0 low, 1 high]","homologs"
"2780","tbelangeri_homolog_ensembl_gene","Tree Shrew gene stable ID","homologs"
"2781","tbelangeri_homolog_associated_gene_name","Tree Shrew gene name","homologs"
"2782","tbelangeri_homolog_ensembl_peptide","Tree Shrew protein or transcript stable ID","homologs"
"2783","tbelangeri_homolog_chromosome","Tree Shrew chromosome/scaffold name","homologs"
"2784","tbelangeri_homolog_chrom_start","Tree Shrew chromosome/scaffold start (bp)","homologs"
"2785","tbelangeri_homolog_chrom_end","Tree Shrew chromosome/scaffold end (bp)","homologs"
"2786","tbelangeri_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2787","tbelangeri_homolog_subtype","Last common ancestor with Tree Shrew","homologs"
"2788","tbelangeri_homolog_orthology_type","Tree Shrew homology type","homologs"
"2789","tbelangeri_homolog_perc_id","%id. target Tree Shrew gene identical to query gene","homologs"
"2790","tbelangeri_homolog_perc_id_r1","%id. query gene identical to target Tree Shrew gene","homologs"
"2791","tbelangeri_homolog_goc_score","Tree Shrew Gene-order conservation score","homologs"
"2792","tbelangeri_homolog_wga_coverage","Tree Shrew Whole-genome alignment coverage","homologs"
"2793","tbelangeri_homolog_orthology_confidence","Tree Shrew orthology confidence [0 low, 1 high]","homologs"
"2794","xtropicalis_homolog_ensembl_gene","Tropical clawed frog gene stable ID","homologs"
"2795","xtropicalis_homolog_associated_gene_name","Tropical clawed frog gene name","homologs"
"2796","xtropicalis_homolog_ensembl_peptide","Tropical clawed frog protein or transcript stable ID","homologs"
"2797","xtropicalis_homolog_chromosome","Tropical clawed frog chromosome/scaffold name","homologs"
"2798","xtropicalis_homolog_chrom_start","Tropical clawed frog chromosome/scaffold start (bp)","homologs"
"2799","xtropicalis_homolog_chrom_end","Tropical clawed frog chromosome/scaffold end (bp)","homologs"
"2800","xtropicalis_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2801","xtropicalis_homolog_subtype","Last common ancestor with Tropical clawed frog","homologs"
"2802","xtropicalis_homolog_orthology_type","Tropical clawed frog homology type","homologs"
"2803","xtropicalis_homolog_perc_id","%id. target Tropical clawed frog gene identical to query gene","homologs"
"2804","xtropicalis_homolog_perc_id_r1","%id. query gene identical to target Tropical clawed frog gene","homologs"
"2805","xtropicalis_homolog_goc_score","Tropical clawed frog Gene-order conservation score","homologs"
"2806","xtropicalis_homolog_wga_coverage","Tropical clawed frog Whole-genome alignment coverage","homologs"
"2807","xtropicalis_homolog_orthology_confidence","Tropical clawed frog orthology confidence [0 low, 1 high]","homologs"
"2808","spunctatus_homolog_ensembl_gene","Tuatara gene stable ID","homologs"
"2809","spunctatus_homolog_associated_gene_name","Tuatara gene name","homologs"
"2810","spunctatus_homolog_ensembl_peptide","Tuatara protein or transcript stable ID","homologs"
"2811","spunctatus_homolog_chromosome","Tuatara chromosome/scaffold name","homologs"
"2812","spunctatus_homolog_chrom_start","Tuatara chromosome/scaffold start (bp)","homologs"
"2813","spunctatus_homolog_chrom_end","Tuatara chromosome/scaffold end (bp)","homologs"
"2814","spunctatus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2815","spunctatus_homolog_subtype","Last common ancestor with Tuatara","homologs"
"2816","spunctatus_homolog_orthology_type","Tuatara homology type","homologs"
"2817","spunctatus_homolog_perc_id","%id. target Tuatara gene identical to query gene","homologs"
"2818","spunctatus_homolog_perc_id_r1","%id. query gene identical to target Tuatara gene","homologs"
"2819","spunctatus_homolog_goc_score","Tuatara Gene-order conservation score","homologs"
"2820","spunctatus_homolog_wga_coverage","Tuatara Whole-genome alignment coverage","homologs"
"2821","spunctatus_homolog_orthology_confidence","Tuatara orthology confidence [0 low, 1 high]","homologs"
"2822","smaximus_homolog_ensembl_gene","Turbot gene stable ID","homologs"
"2823","smaximus_homolog_associated_gene_name","Turbot gene name","homologs"
"2824","smaximus_homolog_ensembl_peptide","Turbot protein or transcript stable ID","homologs"
"2825","smaximus_homolog_chromosome","Turbot chromosome/scaffold name","homologs"
"2826","smaximus_homolog_chrom_start","Turbot chromosome/scaffold start (bp)","homologs"
"2827","smaximus_homolog_chrom_end","Turbot chromosome/scaffold end (bp)","homologs"
"2828","smaximus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2829","smaximus_homolog_subtype","Last common ancestor with Turbot","homologs"
"2830","smaximus_homolog_orthology_type","Turbot homology type","homologs"
"2831","smaximus_homolog_perc_id","%id. target Turbot gene identical to query gene","homologs"
"2832","smaximus_homolog_perc_id_r1","%id. query gene identical to target Turbot gene","homologs"
"2833","smaximus_homolog_goc_score","Turbot Gene-order conservation score","homologs"
"2834","smaximus_homolog_orthology_confidence","Turbot orthology confidence [0 low, 1 high]","homologs"
"2835","mgallopavo_homolog_ensembl_gene","Turkey gene stable ID","homologs"
"2836","mgallopavo_homolog_associated_gene_name","Turkey gene name","homologs"
"2837","mgallopavo_homolog_ensembl_peptide","Turkey protein or transcript stable ID","homologs"
"2838","mgallopavo_homolog_chromosome","Turkey chromosome/scaffold name","homologs"
"2839","mgallopavo_homolog_chrom_start","Turkey chromosome/scaffold start (bp)","homologs"
"2840","mgallopavo_homolog_chrom_end","Turkey chromosome/scaffold end (bp)","homologs"
"2841","mgallopavo_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2842","mgallopavo_homolog_subtype","Last common ancestor with Turkey","homologs"
"2843","mgallopavo_homolog_orthology_type","Turkey homology type","homologs"
"2844","mgallopavo_homolog_perc_id","%id. target Turkey gene identical to query gene","homologs"
"2845","mgallopavo_homolog_perc_id_r1","%id. query gene identical to target Turkey gene","homologs"
"2846","mgallopavo_homolog_goc_score","Turkey Gene-order conservation score","homologs"
"2847","mgallopavo_homolog_orthology_confidence","Turkey orthology confidence [0 low, 1 high]","homologs"
"2848","nfurzeri_homolog_ensembl_gene","Turquoise killifish gene stable ID","homologs"
"2849","nfurzeri_homolog_associated_gene_name","Turquoise killifish gene name","homologs"
"2850","nfurzeri_homolog_ensembl_peptide","Turquoise killifish protein or transcript stable ID","homologs"
"2851","nfurzeri_homolog_chromosome","Turquoise killifish chromosome/scaffold name","homologs"
"2852","nfurzeri_homolog_chrom_start","Turquoise killifish chromosome/scaffold start (bp)","homologs"
"2853","nfurzeri_homolog_chrom_end","Turquoise killifish chromosome/scaffold end (bp)","homologs"
"2854","nfurzeri_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2855","nfurzeri_homolog_subtype","Last common ancestor with Turquoise killifish","homologs"
"2856","nfurzeri_homolog_orthology_type","Turquoise killifish homology type","homologs"
"2857","nfurzeri_homolog_perc_id","%id. target Turquoise killifish gene identical to query gene","homologs"
"2858","nfurzeri_homolog_perc_id_r1","%id. query gene identical to target Turquoise killifish gene","homologs"
"2859","nfurzeri_homolog_goc_score","Turquoise killifish Gene-order conservation score","homologs"
"2860","nfurzeri_homolog_wga_coverage","Turquoise killifish Whole-genome alignment coverage","homologs"
"2861","nfurzeri_homolog_orthology_confidence","Turquoise killifish orthology confidence [0 low, 1 high]","homologs"
"2862","ngalili_homolog_ensembl_gene","Upper Galilee mountains blind mole rat gene stable ID","homologs"
"2863","ngalili_homolog_associated_gene_name","Upper Galilee mountains blind mole rat gene name","homologs"
"2864","ngalili_homolog_ensembl_peptide","Upper Galilee mountains blind mole rat protein or transcript stable ID","homologs"
"2865","ngalili_homolog_chromosome","Upper Galilee mountains blind mole rat chromosome/scaffold name","homologs"
"2866","ngalili_homolog_chrom_start","Upper Galilee mountains blind mole rat chromosome/scaffold start (bp)","homologs"
"2867","ngalili_homolog_chrom_end","Upper Galilee mountains blind mole rat chromosome/scaffold end (bp)","homologs"
"2868","ngalili_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2869","ngalili_homolog_subtype","Last common ancestor with Upper Galilee mountains blind mole rat","homologs"
"2870","ngalili_homolog_orthology_type","Upper Galilee mountains blind mole rat homology type","homologs"
"2871","ngalili_homolog_perc_id","%id. target Upper Galilee mountains blind mole rat gene identical to query gene","homologs"
"2872","ngalili_homolog_perc_id_r1","%id. query gene identical to target Upper Galilee mountains blind mole rat gene","homologs"
"2873","ngalili_homolog_goc_score","Upper Galilee mountains blind mole rat Gene-order conservation score","homologs"
"2874","ngalili_homolog_wga_coverage","Upper Galilee mountains blind mole rat Whole-genome alignment coverage","homologs"
"2875","ngalili_homolog_orthology_confidence","Upper Galilee mountains blind mole rat orthology confidence [0 low, 1 high]","homologs"
"2876","psinus_homolog_ensembl_gene","Vaquita gene stable ID","homologs"
"2877","psinus_homolog_associated_gene_name","Vaquita gene name","homologs"
"2878","psinus_homolog_ensembl_peptide","Vaquita protein or transcript stable ID","homologs"
"2879","psinus_homolog_chromosome","Vaquita chromosome/scaffold name","homologs"
"2880","psinus_homolog_chrom_start","Vaquita chromosome/scaffold start (bp)","homologs"
"2881","psinus_homolog_chrom_end","Vaquita chromosome/scaffold end (bp)","homologs"
"2882","psinus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2883","psinus_homolog_subtype","Last common ancestor with Vaquita","homologs"
"2884","psinus_homolog_orthology_type","Vaquita homology type","homologs"
"2885","psinus_homolog_perc_id","%id. target Vaquita gene identical to query gene","homologs"
"2886","psinus_homolog_perc_id_r1","%id. query gene identical to target Vaquita gene","homologs"
"2887","psinus_homolog_goc_score","Vaquita Gene-order conservation score","homologs"
"2888","psinus_homolog_wga_coverage","Vaquita Whole-genome alignment coverage","homologs"
"2889","psinus_homolog_orthology_confidence","Vaquita orthology confidence [0 low, 1 high]","homologs"
"2890","csabaeus_homolog_ensembl_gene","Vervet-AGM gene stable ID","homologs"
"2891","csabaeus_homolog_associated_gene_name","Vervet-AGM gene name","homologs"
"2892","csabaeus_homolog_ensembl_peptide","Vervet-AGM protein or transcript stable ID","homologs"
"2893","csabaeus_homolog_chromosome","Vervet-AGM chromosome/scaffold name","homologs"
"2894","csabaeus_homolog_chrom_start","Vervet-AGM chromosome/scaffold start (bp)","homologs"
"2895","csabaeus_homolog_chrom_end","Vervet-AGM chromosome/scaffold end (bp)","homologs"
"2896","csabaeus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2897","csabaeus_homolog_subtype","Last common ancestor with Vervet-AGM","homologs"
"2898","csabaeus_homolog_orthology_type","Vervet-AGM homology type","homologs"
"2899","csabaeus_homolog_perc_id","%id. target Vervet-AGM gene identical to query gene","homologs"
"2900","csabaeus_homolog_perc_id_r1","%id. query gene identical to target Vervet-AGM gene","homologs"
"2901","csabaeus_homolog_goc_score","Vervet-AGM Gene-order conservation score","homologs"
"2902","csabaeus_homolog_wga_coverage","Vervet-AGM Whole-genome alignment coverage","homologs"
"2903","csabaeus_homolog_orthology_confidence","Vervet-AGM orthology confidence [0 low, 1 high]","homologs"
"2904","neugenii_homolog_ensembl_gene","Wallaby gene stable ID","homologs"
"2905","neugenii_homolog_associated_gene_name","Wallaby gene name","homologs"
"2906","neugenii_homolog_ensembl_peptide","Wallaby protein or transcript stable ID","homologs"
"2907","neugenii_homolog_chromosome","Wallaby chromosome/scaffold name","homologs"
"2908","neugenii_homolog_chrom_start","Wallaby chromosome/scaffold start (bp)","homologs"
"2909","neugenii_homolog_chrom_end","Wallaby chromosome/scaffold end (bp)","homologs"
"2910","neugenii_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2911","neugenii_homolog_subtype","Last common ancestor with Wallaby","homologs"
"2912","neugenii_homolog_orthology_type","Wallaby homology type","homologs"
"2913","neugenii_homolog_perc_id","%id. target Wallaby gene identical to query gene","homologs"
"2914","neugenii_homolog_perc_id_r1","%id. query gene identical to target Wallaby gene","homologs"
"2915","neugenii_homolog_goc_score","Wallaby Gene-order conservation score","homologs"
"2916","neugenii_homolog_wga_coverage","Wallaby Whole-genome alignment coverage","homologs"
"2917","neugenii_homolog_orthology_confidence","Wallaby orthology confidence [0 low, 1 high]","homologs"
"2918","cjacchus_homolog_ensembl_gene","White-tufted-ear marmoset gene stable ID","homologs"
"2919","cjacchus_homolog_associated_gene_name","White-tufted-ear marmoset gene name","homologs"
"2920","cjacchus_homolog_ensembl_peptide","White-tufted-ear marmoset protein or transcript stable ID","homologs"
"2921","cjacchus_homolog_chromosome","White-tufted-ear marmoset chromosome/scaffold name","homologs"
"2922","cjacchus_homolog_chrom_start","White-tufted-ear marmoset chromosome/scaffold start (bp)","homologs"
