Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,Ethnicity,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,sex,SRA Study,tissue
SRR8670681,60,WGS,GCA_000001405.13,202,102228824984,ATCC:SK-LU-1,PRJNA523380,SAMN10987792,Human,51806995924,SK-LU-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5466699,Illumina HiSeq 2000,cell line,WGS-SKLU1_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKLU1_LUNG,cell culture,female,SRP186687,lung
SRR8670711,68,WGS,GCA_000001405.13,202,113339832156,NIBRI,PRJNA523380,SAMN10987670,Human,56157626548,SW 1783,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_III\, anaplastic)",primary,Caucasian,SRX5466669,Illumina HiSeq 2000,cell line,WGS-SW1783_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SW1783_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8670670,59,WGS,GCA_000001405.13,202,136392701588,GNF,PRJNA523380,SAMN10988339,Human,76410262878,SW579,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (anaplastic_carcinoma),primary,Caucasian,SRX5466710,Illumina HiSeq 2000,cell line,WGS-SW579_THYROID,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SW579_THYROID,cell culture,male,SRP186687,thyroid
SRR8670773,6,WGS,GCA_000001405.13,202,105441217046,ATCC:SK-N-AS,PRJNA523380,SAMN10987940,Human,49899949412,SK-N-AS,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",neuroblastoma,primary,Caucasian,SRX5466607,Illumina HiSeq 2000,cell line,WGS-SKNAS_AUTONOMIC_GANGLIA,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKNAS_AUTONOMIC_GANGLIA,cell culture,female,SRP186687,autonomic_ganglia
SRR8639151,65,WGS,GCA_000001405.13,202,136786866208,ATCC:DMS 79,PRJNA523380,SAMN10988337,Human,70359880680,DMS 79,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5437582,Illumina HiSeq 2000,cell line,WGS-DMS79_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DMS79_LUNG,cell culture,NA,SRP186687,lung
SRR8639208,74,WGS,GCA_000001405.13,202,153471316990,NIBRI,PRJNA523380,SAMN10987894,Human,79961965872,BT-20,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5437525,Illumina HiSeq 2000,cell line,WGS-BT20_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,BT20_BREAST,cell culture,female,SRP186687,breast
SRR8652129,49,WGS,GCA_000001405.13,202,132763603120,ATCC:NCI-H1339,PRJNA523380,SAMN10987986,Human,67237331132,NCI-H1339,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,African_american,SRX5449771,Illumina HiSeq 2000,cell line,WGS-NCIH1339_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1339_LUNG,cell culture,female,SRP186687,lung
SRR8652138,73,WGS,GCA_000001405.13,202,120058381850,ATCC:NCI-H1105,PRJNA523380,SAMN10987999,Human,64739635965,NCI-H1105,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449762,Illumina HiSeq 2000,cell line,WGS-NCIH1105_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1105_LUNG,cell culture,male,SRP186687,lung
SRR8670671,NA,WGS,GCA_000001405.13,202,111933931548,JCRB:TE-1,PRJNA523380,SAMN10988294,Human,55384403411,TE-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5466709,Illumina HiSeq 2000,cell line,WGS-TE1_OESOPHAGUS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,TE1_OESOPHAGUS,cell culture,male,SRP186687,oesophagus
SRR8670718,44,WGS,GCA_000001405.13,202,124578245576,ATCC:U-87 MG,PRJNA523380,SAMN10988360,Human,70263949785,U-87 MG,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (astrocytoma),primary,Caucasian,SRX5466662,Illumina HiSeq 2000,cell line,WGS-U87MG_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,U87MG_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system
SRR8670767,41,WGS,GCA_000001405.13,202,121465393256,ATCC:SNU-387,PRJNA523380,SAMN10987947,Human,68875540328,SNU-387,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5466613,Illumina HiSeq 2000,cell line,WGS-SNU387_LIVER,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNU387_LIVER,cell culture,female,SRP186687,liver
SRR8639182,42,WGS,GCA_000001405.13,202,108480853860,GNF,PRJNA523380,SAMN10988522,Human,52884545779,HCC1419,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5437551,Illumina HiSeq 2000,cell line,WGS-HCC1419_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC1419_BREAST,cell culture,female,SRP186687,breast
SRR8639212,4,WGS,GCA_000001405.13,202,126505198316,NIBRI,PRJNA523380,SAMN10988097,Human,66996069023,Daoy,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",primitive_neuroectodermal_tumour-medulloblastoma,primary,Caucasian,SRX5437521,Illumina HiSeq 2000,cell line,WGS-DAOY_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DAOY_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8652053,65,WGS,GCA_000001405.13,202,129512246874,ATCC:NCI-H2052,PRJNA523380,SAMN10987937,Human,68566316237,NCI-H2052,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mesothelioma,metastasis,Caucasian,SRX5449847,Illumina HiSeq 2000,cell line,WGS-NCIH2052_PLEURA,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH2052_PLEURA,cell culture,male,SRP186687,pleura
SRR8652077,64,WGS,GCA_000001405.13,202,128896050924,GNF,PRJNA523380,SAMN10988382,Human,68495910142,KYSE-30,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5449823,Illumina HiSeq 2000,cell line,WGS-KYSE30_OESOPHAGUS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KYSE30_OESOPHAGUS,cell culture,male,SRP186687,oesophagus
SRR8652131,64,WGS,GCA_000001405.13,202,118721371120,DSMZ:MONO-MAC-1,PRJNA523380,SAMN10988495,Human,57172495054,MONO-MAC-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M5)",primary,Caucasian,SRX5449769,Illumina HiSeq 2000,cell line,WGS-MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8652081,51,WGS,GCA_000001405.13,202,124546996176,ATCC:NCI-H23,PRJNA523380,SAMN10988149,Human,60238819830,NCI-H23,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,African_american,SRX5449819,Illumina HiSeq 2000,cell line,WGS-NCIH23_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH23_LUNG,cell culture,male,SRP186687,lung
SRR8670772,64,WGS,GCA_000001405.13,202,131836288386,NIBRI,PRJNA523380,SAMN10987874,Human,71553697595,SK-OV-3,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5466608,Illumina HiSeq 2000,cell line,WGS-SKOV3_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKOV3_OVARY,cell culture,female,SRP186687,ovary
SRR8639133,58,WGS,GCA_000001405.13,202,116567756200,NIBRI,PRJNA523380,SAMN10988199,Human,63730777429,786-O,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_renal_cell_carcinoma),primary,Caucasian,SRX5437600,Illumina HiSeq 2000,cell line,WGS-786O_KIDNEY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,786O_KIDNEY,cell culture,male,SRP186687,kidney
SRR8639234,76,WGS,GCA_000001405.13,202,116311407898,NA,PRJNA523380,SAMN10988289,Human,60679397473,ESS-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (carcinosarcoma-malignant_mesodermal_mixed_tumour),primary,Caucasian,SRX5437499,Illumina HiSeq 2000,cell line,WGS-ESS1_ENDOMETRIUM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,ESS1_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8652042,52,WGS,GCA_000001405.13,202,129132442232,ATCC:NCI-H1793,PRJNA523380,SAMN10987890,Human,64610754644,NCI-H1793,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Caucasian,SRX5449858,Illumina HiSeq 2000,cell line,WGS-NCIH1793_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1793_LUNG,cell culture,female,SRP186687,lung
SRR8652058,46,WGS,GCA_000001405.13,202,115008475578,ATCC:NCI-H2122,PRJNA523380,SAMN10988248,Human,59424202765,NCI-H2122,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5449842,Illumina HiSeq 2000,cell line,WGS-NCIH2122_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH2122_LUNG,cell culture,female,SRP186687,lung
SRR8652111,NA,WGS,GCA_000001405.13,202,110606743674,ECACC:HT115,PRJNA523380,SAMN10987744,Human,57514567980,HT115,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5449789,Illumina HiSeq 2000,cell line,WGS-HT115_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HT115_LARGE_INTESTINE,cell culture,NA,SRP186687,large_intestine
SRR8652116,74,WGS,GCA_000001405.13,202,128748647080,NIBRI,PRJNA523380,SAMN10987647,Human,69407303918,Hs 746T,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5449784,Illumina HiSeq 2000,cell line,WGS-HS746T_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HS746T_STOMACH,cell culture,male,SRP186687,stomach
SRR8670682,67,WGS,GCA_000001405.13,202,129893048992,ATCC:SK-MEL-24,PRJNA523380,SAMN10988223,Human,63449709014,SK-MEL-24,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5466698,Illumina HiSeq 2000,cell line,WGS-SKMEL24_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKMEL24_SKIN,cell culture,male,SRP186687,skin
SRR8670712,56,WGS,GCA_000001405.13,202,107648783944,NIBRI,PRJNA523380,SAMN10987630,Human,56287212030,SW 1990,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5466668,Illumina HiSeq 2000,cell line,WGS-SW1990_PANCREAS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SW1990_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8670735,NA,WGS,GCA_000001405.13,202,140545761190,RIKEN:PC-14,PRJNA523380,SAMN10987800,Human,79347067943,PC-14,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Asian,SRX5466645,Illumina HiSeq 2000,cell line,WGS-PC14_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PC14_LUNG,cell culture,NA,SRP186687,lung
SRR8639156,64,WGS,GCA_000001405.13,202,118938234078,ATCC:HPAC,PRJNA523380,SAMN10987698,Human,61490763322,HPAC,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5437577,Illumina HiSeq 2000,cell line,WGS-HPAC_PANCREAS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HPAC_PANCREAS,cell culture,female,SRP186687,pancreas
SRR8639185,70,WGS,GCA_000001405.13,202,129340343460,NA,PRJNA523380,SAMN10987921,Human,64989525055,HCC1569,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (metaplastic_carcinoma),primary,African_american,SRX5437548,Illumina HiSeq 2000,cell line,WGS-HCC1569_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC1569_BREAST,cell culture,female,SRP186687,breast
SRR8639204,49,WGS,GCA_000001405.13,202,114886201544,ATCC:Caki-1,PRJNA523380,SAMN10987640,Human,55694498086,Caki-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_renal_cell_carcinoma),metastasis,Caucasian,SRX5437529,Illumina HiSeq 2000,cell line,WGS-CAKI1_KIDNEY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CAKI1_KIDNEY,cell culture,male,SRP186687,kidney
SRR8652098,56,WGS,GCA_000001405.13,202,117368252708,NIBRI,PRJNA523380,SAMN10988310,Human,61400297118,LoVo,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5449802,Illumina HiSeq 2000,cell line,WGS-LOVO_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,LOVO_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8652132,NA,WGS,GCA_000001405.13,202,132828056068,ACDC LAB,PRJNA523380,SAMN10988254,Human,75738909386,MM1-S,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,African_american,SRX5449768,Illumina HiSeq 2000,cell line,WGS-MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,NA,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8652143,NA,WGS,GCA_000001405.13,202,118000963572,ATCC:NCI-H1341,PRJNA523380,SAMN10987643,Human,60901159660,NCI-H1341,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449757,Illumina HiSeq 2000,cell line,WGS-NCIH1341_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1341_LUNG,cell culture,female,SRP186687,lung
SRR8670714,52,WGS,GCA_000001405.13,202,110673180666,NIBRI,PRJNA523380,SAMN10987611,Human,58041682829,SNU-449,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5466666,Illumina HiSeq 2000,cell line,WGS-SNU449_LIVER,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNU449_LIVER,cell culture,male,SRP186687,liver
SRR8670730,NA,WGS,GCA_000001405.13,202,109358411752,NIBRI,PRJNA523380,SAMN10988227,Human,55370043397,Panc 10.05,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5466650,Illumina HiSeq 2000,cell line,WGS-PANC1005_PANCREAS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PANC1005_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8670740,NA,WGS,GCA_000001405.13,202,120571552346,RIKEN:OS-RC-2,PRJNA523380,SAMN10987712,Human,56646982008,OS-RC-2,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (renal_cell_carcinoma),primary,Asian,SRX5466640,Illumina HiSeq 2000,cell line,WGS-OSRC2_KIDNEY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OSRC2_KIDNEY,cell culture,male,SRP186687,kidney
SRR8639181,41,WGS,GCA_000001405.13,202,109653113996,ATCC:HCC1187,PRJNA523380,SAMN10987946,Human,52036967704,HCC1187,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5437552,Illumina HiSeq 2000,cell line,WGS-HCC1187_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC1187_BREAST,cell culture,female,SRP186687,breast
SRR8639193,47,WGS,GCA_000001405.13,202,108642607178,NIBRI,PRJNA523380,SAMN10988371,Human,53123369877,Calu-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),metastasis,Caucasian,SRX5437540,Illumina HiSeq 2000,cell line,WGS-CALU1_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CALU1_LUNG,cell culture,male,SRP186687,lung
SRR8639203,72,WGS,GCA_000001405.13,202,124589039244,ATCC:C2BBe1,PRJNA523380,SAMN10987952,Human,60030944086,C2BBe1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5437530,Illumina HiSeq 2000,cell line,WGS-C2BBE1_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,C2BBE1_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8639229,69,WGS,GCA_000001405.13,202,151192204318,GNF,PRJNA523380,SAMN10988282,Human,64570783851,COLO 741,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5437504,Illumina HiSeq 2000,cell line,WGS-COLO741_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,COLO741_SKIN,cell culture,female,SRP186687,skin
SRR8639240,0.75,WGS,GCA_000001405.13,202,113271511514,NA,PRJNA523380,SAMN10988323,Human,52281540968,G-402,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdoid_tumour,primary,Caucasian,SRX5437493,Illumina HiSeq 2000,cell line,WGS-G402_SOFT_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,G402_SOFT_TISSUE,cell culture,female,SRP186687,soft_tissue
SRR8652065,53,WGS,GCA_000001405.13,202,154888056514,NIBRI,PRJNA523380,SAMN10987656,Human,74402141550,JHH-7,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5449835,Illumina HiSeq 2000,cell line,WGS-JHH7_LIVER,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,JHH7_LIVER,cell culture,male,SRP186687,liver
SRR8652119,37,WGS,GCA_000001405.13,202,131289894546,HSSRB,PRJNA523380,SAMN10987828,Human,72939320702,MKN74,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (tubular_adenocarcinoma),metastasis,Asian,SRX5449781,Illumina HiSeq 2000,cell line,WGS-MKN74_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MKN74_STOMACH,cell culture,male,SRP186687,stomach
SRR8670749,58,WGS,GCA_000001405.13,202,120762327812,ATCC:SCaBER,PRJNA523380,SAMN10988312,Human,64772609060,SCaBER,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (transitional_cell_carcinoma),primary,African_american,SRX5466631,Illumina HiSeq 2000,cell line,WGS-SCABER_URINARY_TRACT,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SCABER_URINARY_TRACT,cell culture,male,SRP186687,urinary_tract
SRR8639219,54,WGS,GCA_000001405.13,202,135250787508,ATCC:DMS 53,PRJNA523380,SAMN10987596,Human,72913109560,DMS 53,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5437514,Illumina HiSeq 2000,cell line,WGS-DMS53_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DMS53_LUNG,cell culture,male,SRP186687,lung
SRR8652047,56,WGS,GCA_000001405.13,202,116444156440,ATCC:NCI-H1963,PRJNA523380,SAMN10987786,Human,59514415745,NCI-H1963,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,African_american,SRX5449853,Illumina HiSeq 2000,cell line,WGS-NCIH1963_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1963_LUNG,cell culture,male,SRP186687,lung
SRR8652127,77,WGS,GCA_000001405.13,202,110387363392,NIBRI,PRJNA523380,SAMN10987795,Human,52268663696,MFE-280,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5449773,Illumina HiSeq 2000,cell line,WGS-MFE280_ENDOMETRIUM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MFE280_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8652078,53,WGS,GCA_000001405.13,173,130644323352,DSMZ:KYSE-180,PRJNA523380,SAMN10987810,Human,67780464977,KYSE-180,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5449822,Illumina HiSeq 2000,cell line,WGS-KYSE180_OESOPHAGUS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KYSE180_OESOPHAGUS,cell culture,male,SRP186687,oesophagus
SRR8670690,55,WGS,GCA_000001405.13,202,203719293710,NIBRI,PRJNA523380,SAMN10987662,Human,104412153884,NCI-H508,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5466690,Illumina HiSeq 2000,cell line,WGS-NCIH508_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH508_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8670695,NA,WGS,GCA_000001405.13,202,114774127298,ATCC:NCI-H650,PRJNA523380,SAMN10988027,Human,59504959440,NCI-H650,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (bronchioloalveolar_adenocarcinoma),metastasis,Caucasian,SRX5466685,Illumina HiSeq 2000,cell line,WGS-NCIH650_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH650_LUNG,cell culture,male,SRP186687,lung
