"","seqnames","start","end","width","strand","V4","V5","V6","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"6122","chr4",15037301,15037321,21,"*","chr4_f_c58[k=17][m=3]",3,"+","Intron (ENST00000538197.7/132864, intron 5 of 11)",4,15054133,15063871,9739,1,"132864","ENST00000509684.1",-16812
"6123","chr5",1463000,1463020,21,"*","chr5_r_c9[k=18][m=3]",3,"-","3' UTR",5,1461429,1467325,5897,2,"79888","ENST00000503252.1",4305
"6124","chr11",73718889,73718909,21,"*","chr11_r_c270[k=39][m=4]",4,"-","Exon (ENST00000310653.10/5870, exon 4 of 8)",11,73677399,73760095,82697,2,"5870","ENST00000541973.5",41186
"6125","chrX",73826077,73826097,21,"*","chrX_r_c159[k=39][m=4]",4,"-","Exon (ENST00000604411.1/9383, exon 1 of 1)",23,73827601,73829470,1870,2,"7503","ENST00000433732.2",3373
"6126","chr7",39956582,39956602,21,"*","chr7_f_c128[k=40][m=4]",4,"+","Intron (ENST00000340829.10/8621, intron 1 of 13)",7,39951751,40095520,143770,1,"8621","ENST00000643859.1",4831
"6127","chr15",44560265,44560285,21,"*","chr15_f_c52[k=43][m=4]",4,"+","Promoter (2-3kb)",15,44557505,44563029,5525,1,"8669","ENST00000558353.1",2760
"6128","chr6",50834842,50834862,21,"*","chr6_f_c203[k=43][m=4]",4,"+","Intron (ENST00000393655.4/7021, intron 3 of 6)",6,50821785,50823865,2081,1,"7021","ENST00000489228.1",13057
"6129","chr12",2798739,2798759,21,"*","chr12_f_c19[k=44][m=4]",4,"+","Promoter (<=1kb)",12,2798767,2800465,1699,1,"2288","ENST00000543037.1",-8
"6130","chr16",1731384,1731404,21,"*","chr16_f_c29[k=20][m=3]",3,"+","Intron (ENST00000250894.8/23162, intron 4 of 31)",16,1734985,1735066,82,1,"100423012","ENST00000578255.1",-3581
"6131","chr17",75966958,75966978,21,"*","chr17_r_c358[k=20][m=3]",3,"-","Intron (ENST00000293217.10/51, intron 2 of 13)",17,75953249,75955589,2341,2,"51","ENST00000589744.1",-11369
"6132","chrX",153920568,153920588,21,"*","chrX_r_c378[k=20][m=3]",3,"-","Promoter (<=1kb)",23,153913228,153920631,7404,2,"393","ENST00000422918.5",43
"6133","chr1",198233075,198233095,21,"*","chr1_f_c686[k=22][m=3]",3,"+","Intron (ENST00000442588.5/140609, intron 3 of 3)",1,198220799,198262623,41825,1,"140609","ENST00000391974.3",12276
"6134","chr13",72906527,72906547,21,"*","chr13_f_c93[k=22][m=3]",3,"+","Intron (ENST00000326291.11/10464, intron 11 of 17)",13,72884444,72893871,9428,1,"10464","ENST00000486330.1",22083
"6135","chr15",41239311,41239331,21,"*","chr15_f_c28[k=22][m=3]",3,"+","Intron (ENST00000558351.5/11261, intron 1 of 7)",15,41231293,41279402,48110,1,"11261","ENST00000560397.5",8018
"6136","chr8",89927285,89927305,21,"*","chr8_f_c164[k=22][m=3]",3,"+","3' UTR",8,89935432,89937347,1916,2,"4683","ENST00000474821.1",10042
"6137","chr1",204363138,204363158,21,"*","chr1_r_c678[k=23][m=3]",3,"-","Intron (ENST00000564627.2/22874, intron 3 of 4)",1,204218853,204359929,141077,2,"22874","ENST00000272203.8",-3209
"6138","chr17",78794010,78794030,21,"*","chr17_r_c376[k=23][m=3]",3,"-","Intron (ENST00000587010.5/57602, intron 3 of 3)",17,78787466,78798455,10990,2,"57602","ENST00000591052.5",4425
"6139","chr8",13181326,13181346,21,"*","chr8_r_c23[k=23][m=3]",3,"-","Intron (ENST00000662638.1/ENST00000662638.1, intron 1 of 1)",8,13085189,13133474,48286,2,"10395","ENST00000358919.6",-47852
"6140","chr11",48093613,48093633,21,"*","chr11_f_c150[k=24][m=3]",3,"+","Intron (ENST00000613246.4/5795, intron 1 of 24)",11,48096782,48096858,77,1,"100423000","ENST00000577977.1",-3149
"6141","chr16",2088708,2088728,21,"*","chr16_r_c20[k=24][m=3]",3,"-","Promoter (1-2kb)",16,2090195,2090284,90,2,"100188847","ENST00000408729.1",1556
"6142","chr9",123267787,123267807,21,"*","chr9_r_c225[k=24][m=3]",3,"-","Promoter (<=1kb)",9,123125220,123268564,143345,2,"55342","ENST00000407982.6",757
"6143","chr5",143149065,143149085,21,"*","chr5_f_c320[k=26][m=3]",3,"+","Intron (ENST00000645722.2/23092, intron 20 of 22)",5,143133985,143147516,13532,1,"23092","ENST00000489924.1",15080
"6144","chr19",39977147,39977167,21,"*","chr19_f_c248[k=45][m=4]",4,"+","Promoter (2-3kb)",19,39979444,39980178,735,1,"5704","ENST00000601194.1",-2277
"6145","chr2",55610029,55610049,21,"*","chr2_r_c142[k=49][m=4]",4,"-","Intron (ENST00000611717.4/57223, intron 2 of 14)",2,55598698,55616617,17920,2,"57223","ENST00000470801.1",6568
"6146","chr1",17114918,17114938,21,"*","chr1_r_c67[k=50][m=4]",4,"-","Intron (ENST00000375486.9/11240, intron 1 of 15)",1,17079031,17119435,40405,2,"11240","ENST00000375481.1",4497
"6147","chr16",2031591,2031611,21,"*","chr16_f_c42[k=50][m=4]",4,"+","Promoter (1-2kb)",16,2032812,2036823,4012,1,"9351","ENST00000565086.1",-1201
"6148","chr19",38730081,38730101,21,"*","chr19_f_c242[k=50][m=4]",4,"+","Promoter (1-2kb)",19,38728145,38729421,1277,1,"81","ENST00000477174.1",1936
"6149","chr10",80466246,80466266,21,"*","chr10_f_c240[k=51][m=4]",4,"+","Intron (ENST00000429989.7/81619, intron 1 of 8)",10,80459302,80518041,58740,1,"81619","ENST00000372156.5",6944
"6150","chr11",97257563,97257583,21,"*","chr11_f_c550[k=55][m=4]",4,"+","Intron (ENST00000529088.1/ENST00000529088.1, intron 2 of 2)",11,97878781,97942762,63982,2,"105369454","ENST00000526385.5",685179
"6151","chr1",164583341,164583361,21,"*","chr1_f_c548[k=56][m=4]",4,"+","Intron (ENST00000420696.7/5087, intron 2 of 8)",1,164576784,164847101,270318,1,"5087","ENST00000560469.5",6557
"6152","chr20",48766987,48767007,21,"*","chr20_r_c134[k=58][m=4]",4,"-","Intron (ENST00000371941.4/57580, intron 1 of 39)",20,48624252,48827999,203748,2,"57580","ENST00000371941.4",60992
"6153","chr12",64487717,64487737,21,"*","chr12_f_c261[k=89][m=5]",5,"+","Promoter (<=1kb)",12,64487965,64490373,2409,1,"29110","ENST00000679010.1",-228
"6154","chr6",16134695,16134715,21,"*","chr6_f_c66[k=103][m=5]",5,"+","Intron (ENST00000356840.8/29116, intron 2 of 6)",6,16129171,16148248,19078,1,"29116","ENST00000349606.4",5524
"6155","chr11",65501573,65501593,21,"*","chr11_f_c319[k=127][m=5]",5,"+","Promoter (<=1kb)",11,65501848,65503609,1762,1,"378938","ENST00000508832.2",-255
"6156","chrX",24077817,24077837,21,"*","chrX_f_c44[k=129][m=5]",5,"+","3' UTR",23,24071713,24073528,1816,1,"1968","ENST00000460032.1",6104
"6157","chr17",41523623,41523643,21,"*","chr17_r_c169[k=243][m=5]",5,"-","Promoter (1-2kb)",17,41515562,41522529,6968,2,"3866","ENST00000458290.5",-1094
"6158","chr17",2188973,2188993,21,"*","chr17_f_c4[k=377][m=5]",5,"+","Intron (ENST00000263073.11/23293, intron 10 of 18)",17,2068887,2173178,104292,2,"23293","ENST00000575454.1",-15795
"6159","chr7",98881785,98881805,21,"*","chr7_f_c273[k=473][m=5]",5,"+","Promoter (<=1kb)",7,98881650,98881729,80,1,"100500819","ENST00000582661.1",135
"6160","chr12",49127796,49127816,21,"*","chr12_r_c134[k=508][m=5]",5,"-","Promoter (2-3kb)",12,49129268,49130113,846,2,"10376","ENST00000549870.5",2297
"6161","chr1",109100294,109100314,21,"*","chr1_f_c380[k=850][m=5]",5,"+","Promoter (<=1kb)",1,109100193,109100619,427,1,"677766","ENST00000602755.1",101
"6162","chr7",2727035,2727055,21,"*","chr7_r_c16[k=60][m=4]",4,"-","Intron (ENST00000489665.1/155185, intron 4 of 4)",7,2702530,2765125,62596,1,"155185","ENST00000489665.1",24505
"6163","chr1",65153346,65153366,21,"*","chr1_f_c269[k=62][m=4]",4,"+","Intron (ENST00000497030.5/205, intron 2 of 5)",1,65149002,65226439,77438,1,"205","ENST00000474968.5",4344
"6164","chr1",25157088,25157108,21,"*","chr1_r_c114[k=63][m=4]",4,"-","Distal Intergenic",1,25229015,25232432,3418,2,"25949","ENST00000474160.1",75324
"6165","chr1",155445875,155445895,21,"*","chr1_r_c504[k=66][m=4]",4,"-","Intron (ENST00000368346.7/55870, intron 4 of 27)",1,155433178,155434262,1085,1,"645682","ENST00000413175.2",12697
"6166","chr19",16568094,16568114,21,"*","chr19_r_c115[k=66][m=4]",4,"-","Promoter (1-2kb)",19,16555349,16566591,11243,2,"79939","ENST00000470077.1",-1503
"6167","chr10",100361185,100361205,21,"*","chr10_f_c311[k=2][m=2]",2,"+","3' UTR",10,100373099,100383372,10274,1,"90271","ENST00000668904.1",-11894
"6168","chr10",114278405,114278425,21,"*","chr10_r_c294[k=2][m=2]",2,"-","Intron (ENST00000392982.8/340706, intron 7 of 13)",10,114294826,114302017,7192,2,"84632","ENST00000491814.1",23592
"6169","chr10",117728476,117728496,21,"*","chr10_r_c305[k=2][m=2]",2,"-","Distal Intergenic",10,117734510,117736412,1903,1,"102724627","ENST00000669261.1",-6014
"6170","chr10",121573138,121573158,21,"*","chr10_r_c325[k=2][m=2]",2,"-","Intron (ENST00000358487.10/2263, intron 2 of 17)",10,121564324,121565911,1588,2,"2263","ENST00000491475.1",-7227
"6171","chr10",132336888,132336908,21,"*","chr10_f_c430[k=2][m=2]",2,"+","Promoter (<=1kb)",10,132336764,132348349,11586,1,"80313","ENST00000450442.3",124
"6172","chr10",19640255,19640275,21,"*","chr10_f_c72[k=2][m=2]",2,"+","Intron (ENST00000454679.7/340895, intron 36 of 39)",10,19692310,19790401,98092,1,"340895","ENST00000480707.1",-52035
"6173","chr10",20256826,20256846,21,"*","chr10_r_c54[k=2][m=2]",2,"-","Intron (ENST00000377242.7/84898, intron 12 of 12)",10,20043320,20280357,237038,1,"84898","ENST00000377238.2",213506
"6174","chr10",33420080,33420100,21,"*","chr10_r_c100[k=2][m=2]",2,"-","Distal Intergenic",10,33177492,33336262,158771,2,"8829","ENST00000265371.8",-83818
"6175","chr10",35392883,35392903,21,"*","chr10_r_c111[k=2][m=2]",2,"-","Intron (ENST00000490012.6/219771, intron 6 of 9)",10,35434111,35501661,67551,1,"219771","ENST00000470025.1",-41208
"6176","chr10",69368565,69368585,21,"*","chr10_f_c172[k=2][m=2]",2,"+","3' UTR",10,69392279,69401118,8840,1,"3098","ENST00000470050.1",-23694
"6177","chr10",77254236,77254256,21,"*","chr10_r_c216[k=2][m=2]",2,"-","Intron (ENST00000604624.6/3778, intron 1 of 27)",10,77249530,77309618,60089,2,"3778","ENST00000639204.1",55362
"6178","chr10",77897791,77897811,21,"*","chr10_r_c220[k=2][m=2]",2,"-","Intron (ENST00000372391.7/9231, intron 1 of 31)",10,77796061,77889507,93447,2,"9231","ENST00000468332.6",-8284
"6179","chr10",79247125,79247145,21,"*","chr10_f_c232[k=2][m=2]",2,"+","Intron (ENST00000334512.10/57178, intron 7 of 24)",10,79243669,79291085,47417,1,"57178","ENST00000472035.5",3456
"6180","chr10",79313981,79314001,21,"*","chr10_f_c235[k=2][m=2]",2,"+","3' UTR",10,79347469,79351609,4141,1,"10105","ENST00000498681.5",-33468
"6181","chr10",81952626,81952646,21,"*","chr10_f_c242[k=2][m=2]",2,"+","Intron (ENST00000372141.7/10718, intron 1 of 8)",10,81877961,82985605,1107645,1,"10718","ENST00000556918.5",74665
"6182","chr10",96875446,96875466,21,"*","chr10_f_c296[k=2][m=2]",2,"+","Intron (ENST00000676067.1/84458, intron 2 of 7)",10,96907285,96949126,41842,1,"84458","ENST00000493486.1",-31819
"6183","chr1",10055297,10055317,21,"*","chr1_r_c47[k=2][m=2]",2,"-","Intron (ENST00000253251.12/10277, intron 1 of 26)",1,10033274,10073118,39845,1,"10277","ENST00000377153.5",22023
"6184","chr1",1053735,1053755,21,"*","chr1_f_c7[k=2][m=2]",2,"+","Promoter (1-2kb)",1,1055033,1056116,1084,1,"375790","ENST00000418300.1",-1278
"6185","chr11",10904450,10904470,21,"*","chr11_r_c72[k=2][m=2]",2,"-","Intron (ENST00000669704.1/729013, intron 1 of 1)",11,10865261,10906802,41542,1,"729013","ENST00000530344.1",39189
"6186","chr11",110267963,110267983,21,"*","chr11_f_c577[k=2][m=2]",2,"+","Intron (ENST00000645527.1/5962, intron 4 of 18)",11,110258114,110264824,6711,2,"5962","ENST00000642511.1",-3139
"6187","chr11",114342722,114342742,21,"*","chr11_r_c356[k=2][m=2]",2,"-","Intron (ENST00000544925.1/ENST00000544925.1, intron 1 of 2)",11,114360635,114380045,19411,2,"101928940","ENST00000534904.2",37303
"6188","chr11",11448822,11448842,21,"*","chr11_r_c73[k=2][m=2]",2,"-","Exon (ENST00000227756.5/374378, exon 2 of 11)",11,11351942,11353250,1309,2,"283106","ENST00000528848.3",-95572
"6189","chr11",118495550,118495570,21,"*","chr11_f_c595[k=2][m=2]",2,"+","Promoter (<=1kb)",11,118495191,118505185,9995,1,"4297","ENST00000528278.2",359
"6190","chr1",112230370,112230390,21,"*","chr1_f_c409[k=2][m=2]",2,"+","Exon (ENST00000659549.1/105378909, exon 3 of 3)",1,112234567,112360506,125940,2,"105378909","ENST00000654472.1",130116
"6191","chr1",113084550,113084570,21,"*","chr1_f_c415[k=2][m=2]",2,"+","Intron (ENST00000361127.6/9860, intron 1 of 17)",1,113073198,113132260,59063,1,"9860","ENST00000361127.6",11352
"6192","chr11",132263604,132263624,21,"*","chr11_r_c403[k=2][m=2]",2,"-","Intron (ENST00000374791.7/50863, intron 4 of 7)",11,132284302,132285081,780,1,"100874281","ENST00000421651.1",-20678
"6193","chr1",114567577,114567597,21,"*","chr1_r_c402[k=2][m=2]",2,"-","3' UTR",1,114567557,114581615,14059,2,"10286","ENST00000369541.4",14018
"6194","chr1",115957829,115957849,21,"*","chr1_f_c430[k=2][m=2]",2,"+","Distal Intergenic",1,115976513,116070054,93542,1,"55356","ENST00000369503.9",-18664
"6195","chr11",18370404,18370424,21,"*","chr11_f_c63[k=2][m=2]",2,"+","Distal Intergenic",11,18387787,18387860,74,1,"100423016","ENST00000584572.1",-17363
"6196","chr11",18704546,18704566,21,"*","chr11_f_c65[k=2][m=2]",2,"+","Promoter (1-2kb)",11,18705418,18706129,712,2,"283284","ENST00000510673.1",1563
"6197","chr11",1930414,1930434,21,"*","chr11_f_c13[k=2][m=2]",2,"+","Promoter (2-3kb)",11,1927822,1938483,10662,1,"7140","ENST00000639560.1",2592
"6198","chr11",27890857,27890877,21,"*","chr11_r_c115[k=2][m=2]",2,"-","Exon (ENST00000530115.1/ENST00000530115.1, exon 1 of 1)",11,28056815,28056910,96,1,"693195","ENST00000385139.1",-165938
"6199","chr11",32979458,32979478,21,"*","chr11_f_c92[k=2][m=2]",2,"+","3' UTR",11,32957806,32969068,11263,1,"79832","ENST00000528034.1",21652
"6200","chr11",35731599,35731619,21,"*","chr11_f_c108[k=2][m=2]",2,"+","Intron (ENST00000299413.7/54765, intron 3 of 4)",11,35724256,35806621,82366,1,"54765","ENST00000532066.1",7343
"6201","chr11",397462,397482,21,"*","chr11_f_c0[k=2][m=2]",2,"+","Promoter (<=1kb)",11,397372,397776,405,1,"11187","ENST00000524646.1",90
"6202","chr11",43856548,43856568,21,"*","chr11_f_c125[k=2][m=2]",2,"+","3' UTR",11,43852047,43856617,4571,1,"51144","ENST00000525736.1",4501
"6203","chr11",46950481,46950501,21,"*","chr11_r_c141[k=2][m=2]",2,"-","Intron (ENST00000533124.5/79096, intron 1 of 2)",11,46936780,47161816,225037,1,"79096","ENST00000527784.5",13701
"6204","chr1",153737869,153737889,21,"*","chr1_f_c492[k=2][m=2]",2,"+","Intron (ENST00000318967.7/65123, intron 1 of 29)",1,153728483,153774079,45597,1,"65123","ENST00000481797.5",9386
"6205","chr1",15395318,15395338,21,"*","chr1_f_c74[k=2][m=2]",2,"+","Intron (ENST00000683790.1/114827, intron 33 of 33)",1,15391147,15400283,9137,1,"114827","ENST00000472449.1",4171
"6206","chr1",156112411,156112431,21,"*","chr1_f_c513[k=2][m=2]",2,"+","Promoter (<=1kb)",1,156112123,156139275,27153,1,"4000","ENST00000682650.1",288
"6207","chr1",1563162,1563182,21,"*","chr1_r_c13[k=2][m=2]",2,"-","3' UTR",1,1560848,1574584,13737,2,"29101","ENST00000359060.5",11402
"6208","chr11",60891085,60891105,21,"*","chr11_r_c166[k=2][m=2]",2,"-","3' UTR",11,60897880,60898469,590,2,"27339","ENST00000539180.1",7364
"6209","chr11",61565721,61565741,21,"*","chr11_r_c170[k=2][m=2]",2,"-","Intron (ENST00000539008.6/9066, intron 1 of 12)",11,61518627,61580820,62194,2,"9066","ENST00000539246.5",15079
"6210","chr1",162599468,162599488,21,"*","chr1_f_c539[k=2][m=2]",2,"+","Promoter (2-3kb)",1,162597241,162599799,2559,1,"6675","ENST00000486089.1",2227
"6211","chr1",16383596,16383616,21,"*","chr1_r_c62[k=2][m=2]",2,"-","Intron (ENST00000475078.1/26099, intron 2 of 2)",1,16367711,16395273,27563,1,"26099","ENST00000472461.1",15885
"6212","chr1",16384349,16384369,21,"*","chr1_f_c82[k=2][m=2]",2,"+","Intron (ENST00000475078.1/26099, intron 2 of 2)",1,16367711,16395273,27563,1,"26099","ENST00000472461.1",16638
"6213","chr1",16493718,16493738,21,"*","chr1_r_c64[k=2][m=2]",2,"-","Promoter (1-2kb)",1,16467436,16492701,25266,2,"114819","ENST00000263511.8",-1017
"6214","chr11",66749736,66749756,21,"*","chr11_f_c427[k=2][m=2]",2,"+","Promoter (1-2kb)",11,66748394,66843324,94931,1,"79703","ENST00000525449.6",1342
"6215","chr11",68941808,68941828,21,"*","chr11_f_c464[k=2][m=2]",2,"+","Exon (ENST00000542410.1/ENST00000542410.1, exon 2 of 2)",11,68937740,68940601,2862,1,"3508","ENST00000544521.1",4068
"6216","chr11",70407362,70407382,21,"*","chr11_f_c478[k=2][m=2]",2,"+","Promoter (<=1kb)",11,70407353,70420253,12901,1,"2017","ENST00000415461.2",9
"6217","chr11",70792235,70792255,21,"*","chr11_r_c251[k=2][m=2]",2,"-","Intron (ENST00000601538.6/22941, intron 14 of 25)",11,70654146,70807074,152929,2,"22941","ENST00000470759.5",14819
"6218","chr1",171274607,171274627,21,"*","chr1_r_c559[k=2][m=2]",2,"-","Promoter (<=1kb)",1,171275346,171283196,7851,1,"2326","ENST00000472893.1",-719
"6219","chr11",81996307,81996327,21,"*","chr11_f_c511[k=2][m=2]",2,"+","Intron (ENST00000659248.1/101928989, intron 4 of 5)",11,81890741,81890836,96,2,"100422823","ENST00000581016.1",-105471
"6220","chr1",192498060,192498080,21,"*","chr1_r_c641[k=2][m=2]",2,"-","Intron (ENST00000642855.1/105371664, intron 4 of 7)",1,192575763,192577276,1514,1,"5996","ENST00000474373.1",-77683
"6221","chr11",926367,926387,21,"*","chr11_f_c8[k=2][m=2]",2,"+","Promoter (<=1kb)",11,925945,1000483,74539,1,"161","ENST00000528195.5",422
"6222","chr1",194937335,194937355,21,"*","chr1_r_c645[k=2][m=2]",2,"-","Distal Intergenic",1,195747166,195763425,16260,2,"105371672","ENST00000657207.1",826070
"6223","chr11",95810208,95810228,21,"*","chr11_f_c545[k=2][m=2]",2,"+","Promoter (2-3kb)",11,95812930,95815260,2331,1,"9702","ENST00000536587.5",-2702
"6224","chr1",196036545,196036565,21,"*","chr1_r_c648[k=2][m=2]",2,"-","Distal Intergenic",1,196044883,196065235,20353,2,"105371673","ENST00000430519.2",28670
"6225","chr1",196287463,196287483,21,"*","chr1_r_c649[k=2][m=2]",2,"-","Intron (ENST00000367433.9/343450, intron 21 of 26)",1,196340489,196428207,87719,2,"343450","ENST00000466914.2",140724
"6226","chr1",203246361,203246381,21,"*","chr1_r_c676[k=2][m=2]",2,"-","Intron (ENST00000484834.5/1118, intron 1 of 11)",1,203223588,203260862,37275,2,"1118","ENST00000513472.5",14481
"6227","chr1",205885324,205885344,21,"*","chr1_f_c722[k=2][m=2]",2,"+","Promoter (2-3kb)",1,205882421,205896072,13652,1,"284581","ENST00000652821.1",2903
"6228","chr1",210198790,210198810,21,"*","chr1_f_c735[k=2][m=2]",2,"+","Distal Intergenic",1,210232796,210246255,13460,1,"56256","ENST00000367012.4",-33986
"6229","chr12",112483541,112483561,21,"*","chr12_f_c416[k=2][m=2]",2,"+","Intron (ENST00000392597.5/5781, intron 10 of 10)",12,112477932,112489151,11220,1,"5781","ENST00000635652.1",5609
"6230","chr12",116452645,116452665,21,"*","chr12_r_c349[k=2][m=2]",2,"-","Distal Intergenic",12,116428252,116428318,67,2,"100616309","ENST00000582069.1",-24327
"6231","chr12",120153844,120153864,21,"*","chr12_r_c362[k=2][m=2]",2,"-","Promoter (1-2kb)",12,120155434,120155499,66,2,"100616179","ENST00000577599.1",1635
"6232","chr12",121719647,121719667,21,"*","chr12_f_c447[k=2][m=2]",2,"+","Intron (ENST00000342607.10/144404, intron 1 of 12)",12,121712752,121782068,69317,1,"144404","ENST00000449592.7",6895
"6233","chr12",122878324,122878344,21,"*","chr12_f_c464[k=2][m=2]",2,"+","Exon (ENST00000623210.1/ENST00000623210.1, exon 1 of 1)",12,122870075,122871681,1607,2,"79720","ENST00000543590.1",-6643
"6234","chr12",125120827,125120847,21,"*","chr12_f_c474[k=2][m=2]",2,"+","Promoter (<=1kb)",12,125119858,125143333,23476,1,"65985","ENST00000545511.5",969
"6235","chr12",126567175,126567195,21,"*","chr12_f_c476[k=2][m=2]",2,"+","Distal Intergenic",12,126469009,126470440,1432,1,"100128554","ENST00000663560.1",98166
"6236","chr12",13057470,13057490,21,"*","chr12_r_c45[k=2][m=2]",2,"-","Intron (ENST00000197268.13/57613, intron 2 of 12)",12,13061715,13142521,80807,1,"57613","ENST00000537625.1",-4225
"6237","chr1",2131884,2131904,21,"*","chr1_r_c18[k=2][m=2]",2,"-","Promoter (1-2kb)",1,2133638,2148924,15287,1,"5590","ENST00000471018.6",-1734
"6238","chr1",215517053,215517073,21,"*","chr1_r_c720[k=2][m=2]",2,"-","Distal Intergenic",1,215567304,215621807,54504,1,"51133","ENST00000259154.9",-50231
"6239","chr1",215743795,215743815,21,"*","chr1_f_c766[k=2][m=2]",2,"+","Intron (ENST00000307340.8/7399, intron 58 of 71)",1,215618705,215620203,1499,1,"51133","ENST00000465650.1",125090
"6240","chr12",16001264,16001284,21,"*","chr12_f_c86[k=2][m=2]",2,"+","Intron (ENST00000526521.5/51071, intron 5 of 6)",12,15985172,16036340,51169,1,"51071","ENST00000532573.1",16092
"6241","chr12",19238083,19238103,21,"*","chr12_r_c49[k=2][m=2]",2,"-","Promoter (1-2kb)",12,19236941,19254009,17069,1,"54477","ENST00000534979.1",1142
"6242","chr1",220337986,220338006,21,"*","chr1_r_c738[k=2][m=2]",2,"-","Distal Intergenic",1,220148293,220272453,124161,2,"25782","ENST00000358951.7",-65533
"6243","chr1",222941539,222941559,21,"*","chr1_f_c796[k=2][m=2]",2,"+","Intron (ENST00000674736.1/84976, intron 1 of 7)",1,222928441,222943550,15110,1,"84976","ENST00000482856.1",13098
"6244","chr12",23985535,23985555,21,"*","chr12_f_c111[k=2][m=2]",2,"+","Intron (ENST00000646273.1/6660, intron 5 of 16)",12,23534048,23951032,416985,2,"6660","ENST00000545921.5",-34503
"6245","chr1",224175458,224175478,21,"*","chr1_r_c748[k=2][m=2]",2,"-","Promoter (<=1kb)",1,224175756,224192353,16598,1,"8560","ENST00000415210.5",-278
"6246","chr1",224406004,224406024,21,"*","chr1_r_c759[k=2][m=2]",2,"-","Intron (ENST00000414423.9/80232, intron 7 of 13)",1,224397727,224401019,3293,2,"80232","ENST00000479727.1",-4985
"6247","chr1",225839360,225839380,21,"*","chr1_f_c831[k=2][m=2]",2,"+","Intron (ENST00000272167.10/2052, intron 5 of 8)",1,225840883,225846522,5640,2,"9725","ENST00000424332.1",7142
"6248","chr1",225869694,225869714,21,"*","chr1_r_c772[k=2][m=2]",2,"-","Promoter (2-3kb)",1,225860724,225866748,6025,2,"9725","ENST00000537914.5",-2946
"6249","chr12",2984891,2984911,21,"*","chr12_f_c24[k=2][m=2]",2,"+","Intron (ENST00000358409.7/7004, intron 2 of 11)",12,2959944,3020759,60816,1,"7004","ENST00000443986.3",24947
"6250","chr1",235447906,235447926,21,"*","chr1_r_c835[k=2][m=2]",2,"-","3' UTR",1,235441870,235448963,7094,1,"6905","ENST00000647151.1",6036
"6251","chr1",235485262,235485282,21,"*","chr1_r_c837[k=2][m=2]",2,"-","Promoter (<=1kb)",1,235454021,235485264,31244,2,"148789","ENST00000477694.6",0
"6252","chr1",236813910,236813930,21,"*","chr1_f_c899[k=2][m=2]",2,"+","Intron (ENST00000680454.1/4548, intron 6 of 31)",1,236809462,236900651,91190,1,"4548","ENST00000681937.1",4448
"6253","chr12",40019462,40019482,21,"*","chr12_r_c94[k=2][m=2]",2,"-","Intron (ENST00000280871.9/114134, intron 3 of 9)",12,39755025,40106081,351057,2,"114134","ENST00000280871.9",86599
"6254","chr12",40156352,40156372,21,"*","chr12_r_c96[k=2][m=2]",2,"-","Promoter (<=1kb)",12,40156151,40167795,11645,1,"105369734","ENST00000663154.1",201
"6255","chr12",42119485,42119505,21,"*","chr12_f_c145[k=2][m=2]",2,"+","Intron (ENST00000398675.8/283464, intron 2 of 7)",12,42087145,42144712,57568,2,"283464","ENST00000280876.6",25207
"6256","chr12",46230205,46230225,21,"*","chr12_r_c107[k=2][m=2]",2,"-","Intron (ENST00000398637.10/81539, intron 3 of 16)",12,46196127,46239895,43769,2,"81539","ENST00000612161.4",9670
"6257","chr12",46495252,46495272,21,"*","chr12_r_c111[k=2][m=2]",2,"-","Intron (ENST00000667191.1/100288798, intron 2 of 2)",12,46537502,46652550,115049,1,"100288798","ENST00000607353.1",-42230
"6258","chr12",46528609,46528629,21,"*","chr12_f_c152[k=2][m=2]",2,"+","Intron (ENST00000667191.1/100288798, intron 2 of 2)",12,46537502,46652550,115049,1,"100288798","ENST00000607353.1",-8873
"6259","chr1",25244330,25244350,21,"*","chr1_r_c115[k=2][m=2]",2,"-","Promoter (<=1kb)",1,25242249,25244105,1857,2,"57035","ENST00000569495.5",-225
"6260","chr12",56638319,56638339,21,"*","chr12_r_c174[k=2][m=2]",2,"-","Promoter (1-2kb)",12,56638280,56639418,1139,2,"506","ENST00000551182.1",1079
"6261","chr12",65396032,65396052,21,"*","chr12_r_c206[k=2][m=2]",2,"-","Intron (ENST00000355192.8/253827, intron 4 of 5)",12,65344134,65463344,119211,1,"253827","ENST00000535143.1",51898
"6262","chr12",67061205,67061225,21,"*","chr12_r_c217[k=2][m=2]",2,"-","Intron (ENST00000643019.1/23426, intron 1 of 1)",12,66596847,67069162,472316,2,"23426","ENST00000643019.1",7937
"6263","chr12",68843811,68843831,21,"*","chr12_f_c293[k=2][m=2]",2,"+","3' UTR",12,68842197,68856544,14348,2,"1368","ENST00000546556.1",12713
"6264","chr12",70289870,70289890,21,"*","chr12_f_c316[k=2][m=2]",2,"+","Intron (ENST00000547780.5/4848, intron 3 of 3)",12,70278132,70338568,60437,1,"4848","ENST00000548599.5",11738
"6265","chr1",2795072,2795092,21,"*","chr1_f_c25[k=2][m=2]",2,"+","Intron (ENST00000401095.8/100287898, intron 2 of 8)",1,2641368,2789665,148298,2,"100287898","ENST00000637179.1",-5407
"6266","chr12",8033195,8033215,21,"*","chr12_f_c55[k=2][m=2]",2,"+","Promoter (<=1kb)",12,8033360,8050222,16863,1,"55810","ENST00000428177.2",-145
